Freq [GHz],"dB(St(P1,P4)) []","dB(St(P1,P4))_2 []","dB(St(P1,P4))_3_1 []"
6.07,-13.41430769,-19.84317949,-39.749226
6.08,-13.410175,-19.82895,-39.693704
6.09,-13.405925,-19.81445,-39.637958
6.1,-13.401675,-19.79995,-39.57782
6.11,-13.397425,-19.78545,-39.517952
6.12,-13.391825,-19.76825,-39.460384
6.13,-13.386075,-19.75075,-39.40257
6.14,-13.380325,-19.73325,-39.34346
6.15,-13.374575,-19.71575,-39.28435
6.16,-13.36730769,-19.69530769,-39.22524
6.17,-13.35987179,-19.67453846,-39.167096
6.18,-13.3524359,-19.65376923,-39.111584
6.19,-13.345,-19.633,-39.05408
6.2,-13.33666667,-19.61,-38.9924
6.21,-13.32833333,-19.587,-38.935376
6.22,-13.32,-19.564,-38.886032
6.23,-13.31033333,-19.53966667,-38.832914
6.24,-13.30066667,-19.51533333,-38.774832
6.25,-13.291,-19.491,-38.722
6.26,-13.28033333,-19.46533333,-38.674712
6.27,-13.26966667,-19.43966667,-38.6252
6.28,-13.259,-19.414,-38.5738
6.29,-13.247,-19.387,-38.524848
6.3,-13.235,-19.36,-38.47756
6.31,-13.223,-19.333,-38.433278
6.32,-13.2092069,-19.30437931,-38.390616
6.33,-13.19541379,-19.27575862,-38.344334
6.34,-13.18156667,-19.2471,-38.296532
6.35,-13.16723333,-19.2181,-38.26043
6.36,-13.1529,-19.1891,-38.228048
6.37,-13.1384,-19.16003333,-38.18647
6.38,-13.1224,-19.13036667,-38.14278
6.39,-13.1064,-19.1007,-38.115146
6.4,-13.09026667,-19.07093333,-38.08996
6.41,-13.07293333,-19.04026667,-38.057664
6.42,-13.0556,-19.0096,-38.024768
6.43,-13.03803448,-18.9787931,-38.000908
6.44,-13.01837931,-18.94672414,-37.97736
6.45,-12.99872414,-18.91465517,-37.9568
6.46,-12.97886667,-18.88266667,-37.936064
6.47,-12.9582,-18.851,-37.913448
6.48,-12.93753333,-18.81933333,-37.892992
6.49,-12.9166,-18.78766667,-37.885796
6.5,-12.8946,-18.756,-37.876
6.51,-12.8726,-18.72433333,-37.85544
6.52,-12.8504,-18.6926,-37.841408
6.53,-12.8274,-18.6606,-37.847062
6.54,-12.8044,-18.6286,-37.848816
6.55,-12.78085714,-18.59628571,-37.84162
6.56,-12.75514286,-18.56271429,-37.83976
6.57,-12.73026667,-18.5304,-37.84747
6.58,-12.7058,-18.4988,-37.854968
6.59,-12.6818,-18.46813333,-37.862164
6.6,-12.65726667,-18.43746667,-37.8684
6.61,-12.6328,-18.4068,-37.87354
6.62,-12.6088,-18.37613333,-37.884308
6.63,-12.58533333,-18.34653333,-37.900242
6.64,-12.562,-18.3172,-37.918248
6.65,-12.53866667,-18.28786667,-37.93778
6.66,-12.51586667,-18.2596,-37.960552
6.67,-12.4936,-18.2316,-37.985224
6.68,-12.47226667,-18.2036,-38.013416
6.69,-12.45028571,-18.17514286,-38.043228
6.7,-12.429,-18.1476,-38.07418
6.71,-12.409,-18.1216,-38.105534
6.72,-12.3896,-18.0962,-38.141376
6.73,-12.37106667,-18.07113333,-38.178384
6.74,-12.35373333,-18.04646667,-38.220624
6.75,-12.3364,-18.023,-38.2638
6.76,-12.3196,-17.99993333,-38.306976
6.77,-12.3036,-17.97726667,-38.350152
6.78,-12.2888,-17.9552,-38.398248
6.79,-12.2742069,-17.93331034,-38.44666
6.8,-12.25972414,-17.91158621,-38.5032
6.81,-12.24524138,-17.88986207,-38.559026
6.82,-12.23183333,-17.86933333,-38.604772
6.83,-12.2195,-17.85,-38.652564
6.84,-12.20716667,-17.83066667,-38.715272
6.85,-12.1955,-17.812,-38.77663
6.86,-12.1845,-17.794,-38.831628
6.87,-12.1735,-17.776,-38.888278
6.88,-12.163,-17.75866667,-38.950472
6.89,-12.153,-17.742,-39.013104
6.9,-12.143,-17.72533333,-39.07684
6.91,-12.1338,-17.7092,-39.13988
6.92,-12.1254,-17.6936,-39.20156
6.93,-12.117,-17.678,-39.266472
6.94,-12.10908333,-17.663,-39.336376
6.95,-12.10116667,-17.648,-39.4026
6.96,-12.09392,-17.6336,-39.46428
6.97,-12.08712,-17.6196,-39.532668
6.98,-12.0804,-17.60576,-39.607712
6.99,-12.0744,-17.59336,-39.678466
7,-12.0684,-17.58096,-39.7458
7.01,-12.06312,-17.5688,-39.816902
7.02,-12.05832,-17.5568,-39.890404
7.03,-12.0536,-17.54492,-39.96288
7.04,-12.0496,-17.53412,-40.03484
7.05,-12.0456,-17.52332,-40.1068
7.06,-12.04225,-17.5125,-40.17876
7.07,-12.03933333,-17.50166667,-40.253108
7.08,-12.03652,-17.49116,-40.328152
7.09,-12.03412,-17.48196,-40.399362
7.1,-12.03172,-17.47276,-40.46978
7.11,-12.0303,-17.4637,-40.546554
7.12,-12.0286,-17.4554,-40.624168
7.13,-12.028,-17.4474,-40.695998
7.14,-12.0273,-17.4394,-40.767444
7.15,-12.02723333,-17.43186667,-40.83838
7.16,-12.02756667,-17.42453333,-40.90948
7.17,-12.0279,-17.4172,-40.98401
7.18,-12.02872414,-17.41041379,-41.058644
7.19,-12.02975862,-17.40386207,-41.134202
7.2,-12.0307931,-17.39731034,-41.20944
7.21,-12.0326,-17.39146667,-41.282942
7.22,-12.0346,-17.3858,-41.355256
7.23,-12.0366,-17.38013333,-41.423104
7.24,-12.03913333,-17.375,-41.49
7.25,-12.0418,-17.37,-41.55425
7.26,-12.04446667,-17.365,-41.616368
7.27,-12.04766667,-17.36053333,-41.673936
7.28,-12.051,-17.3562,-41.729776
7.29,-12.05433333,-17.35186667,-41.782718
7.3,-12.05831034,-17.34796552,-41.8328
7.31,-12.06244828,-17.34417241,-41.87906
7.32,-12.06658621,-17.34037931,-41.92284
7.33,-12.0709,-17.3367,-41.96396
7.34,-12.07523333,-17.33303333,-42.001768
7.35,-12.07956667,-17.32936667,-42.03672
7.36,-12.0845,-17.3263,-42.068632
7.37,-12.0895,-17.3233,-42.098444
7.38,-12.0945,-17.3203,-42.124272
7.39,-12.0995,-17.3173,-42.147916
7.4,-12.1045,-17.3143,-42.16796
7.41,-12.1095,-17.3113,-42.186464
7.42,-12.11465517,-17.3082069,-42.2007
7.43,-12.11982759,-17.30510345,-42.21355
7.44,-12.125,-17.302,-42.221824
7.45,-12.13033333,-17.299,-42.22902
7.46,-12.13566667,-17.296,-42.232664
7.47,-12.141,-17.293,-42.235748
7.48,-12.14566667,-17.29,-42.233168
7.49,-12.15033333,-17.287,-42.230084
7.5,-12.155,-17.284,-42.2225
7.51,-12.15966667,-17.28066667,-42.214664
7.52,-12.16433333,-17.27733333,-42.202328
7.53,-12.169,-17.274,-42.189614
7.54,-12.17333333,-17.27033333,-42.172652
7.55,-12.17766667,-17.26666667,-42.15499
7.56,-12.182,-17.263,-42.132888
7.57,-12.1857931,-17.25851724,-42.110002
7.58,-12.18958621,-17.25403448,-42.083788
7.59,-12.1933,-17.2495,-42.056566
7.6,-12.1963,-17.2445,-42.02624
7.61,-12.1993,-17.2395,-41.994836
7.62,-12.2022,-17.23445,-41.960912
7.63,-12.2042,-17.22895,-41.92535
7.64,-12.2062,-17.2234,-41.8868
7.65,-12.2082,-17.2174,-41.84678
7.66,-12.2101,-17.21135,-41.804632
7.67,-12.2111,-17.20485,-41.761056
7.68,-12.21205263,-17.19821053,-41.715824
7.69,-12.21257895,-17.19031579,-41.66873
7.7,-12.213,-17.1824,-41.6199
7.71,-12.213,-17.1744,-41.5696
7.72,-12.213,-17.1664,-41.5182
7.73,-12.21216,-17.15784,-41.464868
7.74,-12.21096,-17.14904,-41.410384
7.75,-12.20952,-17.14,-41.3559
7.76,-12.20712,-17.13,-41.301416
7.77,-12.20472,-17.12,-41.24353
7.78,-12.20176,-17.10972,-41.18442
7.79,-12.19856,-17.09932,-41.127746
7.8,-12.19516667,-17.0885,-41.07172
7.81,-12.191,-17.076,-41.019166
7.82,-12.18683333,-17.0635,-40.967252
7.83,-12.18152,-17.05108,-40.920882
7.84,-12.17592,-17.03868,-40.875136
7.85,-12.17008,-17.0258,-40.84017
7.86,-12.16368,-17.0118,-40.805876
7.87,-12.15728,-16.9978,-40.789942
7.88,-12.14992,-16.98348,-40.773816
7.89,-12.14232,-16.96908,-40.754798
7.9,-12.13436,-16.95432,-40.73818
7.91,-12.12556,-16.93872,-40.739722
7.92,-12.11676,-16.92312,-40.740648
7.93,-12.107,-16.90633333,-40.738592
7.94,-12.097,-16.88925,-40.73816
7.95,-12.08652,-16.87196,-40.7433
7.96,-12.07532,-16.85436,-40.747432
7.97,-12.06412,-16.83676,-40.748974
7.98,-12.0522,-16.81844,-40.750516
7.99,-12.0402,-16.80004,-40.752058
8,-12.02772,-16.78132,-40.7524
8.01,-12.01452,-16.76212,-40.750858
8.02,-12.00132,-16.74292,-40.750456
8.03,-11.98704,-16.723,-40.751484
8.04,-11.97264,-16.703,-40.753536
8.05,-11.95766667,-16.6825,-40.75662
8.06,-11.94183333,-16.66125,-40.761692
8.07,-11.926,-16.64,-40.768374
8.08,-11.9096,-16.6188,-40.77724
8.09,-11.8932,-16.5976,-40.78752
8.1,-11.87666667,-16.57604762,-40.80086
8.11,-11.86,-16.55414286,-40.815766
8.12,-11.84295238,-16.5322381,-40.83472
8.13,-11.82533333,-16.51033333,-40.85528
8.14,-11.8073,-16.48795,-40.880196
8.15,-11.7883,-16.46445,-40.90641
8.16,-11.76957143,-16.44114286,-40.939408
8.17,-11.75147619,-16.41828571,-40.973846
8.18,-11.73319048,-16.39542857,-41.0119
8.19,-11.71414286,-16.37257143,-41.05045
8.2,-11.695,-16.34955,-41.09428
8.21,-11.675,-16.32505,-41.138484
8.22,-11.65514286,-16.30071429,-41.18726
8.23,-11.63657143,-16.27785714,-41.236618
8.24,-11.618,-16.255,-41.297784
8.25,-11.59895238,-16.23214286,-41.35555
8.26,-11.57990476,-16.20928571,-41.381764
8.27,-11.56045,-16.1854,-41.40283
8.28,-11.54095,-16.1614,-41.39512
8.29,-11.52228571,-16.13842857,-41.389636
8.3,-11.50371429,-16.11557143,-41.39272
8.31,-11.48590476,-16.09309524,-41.422068
8.32,-11.46828571,-16.07071429,-41.525896
8.33,-11.4504,-16.0479,-41.625512
8.34,-11.4324,-16.0249,-41.715976
8.35,-11.41566667,-16.00266667,-41.80473
8.36,-11.39947619,-15.9807619,-41.890568
8.37,-11.38357143,-15.95914286,-41.976188
8.38,-11.36785714,-15.93771429,-42.061512
8.39,-11.352,-15.91625,-42.148066
8.4,-11.336,-15.89475,-42.23596
8.41,-11.32109524,-15.8737619,-42.32769
8.42,-11.30728571,-15.85328571,-42.42278
8.43,-11.29325,-15.83275,-42.519682
8.44,-11.278875,-15.812125,-42.617856
8.45,-11.26611765,-15.79247059,-42.71108
8.46,-11.25376471,-15.77311765,-42.801544
8.47,-11.24141176,-15.75429412,-42.871244
8.48,-11.22925,-15.73525,-42.931896
8.49,-11.217375,-15.715875,-42.963598
8.5,-11.2062,-15.6972,-42.9857
8.51,-11.1952,-15.6787,-43.004076
8.52,-11.1846,-15.661,-43.021552
8.53,-11.1741,-15.6435,-43.049636
8.54,-11.164,-15.626,-43.079448
8.55,-11.154,-15.6085,-43.12289
8.56,-11.14442105,-15.59110526,-43.167608
8.57,-11.13494737,-15.57373684,-43.2188
8.58,-11.12644,-15.5576,-43.270284
8.59,-11.11804,-15.5416,-43.325282
8.6,-11.1098,-15.52576,-43.38036
8.61,-11.1018,-15.51016,-43.436386
8.62,-11.0938,-15.49456,-43.492344
8.63,-11.08688,-15.47968,-43.547856
8.64,-11.08008,-15.46488,-43.603272
8.65,-11.07344,-15.45056,-43.65827
8.66,-11.06704,-15.43696,-43.712772
8.67,-11.06064,-15.42336,-43.765714
8.68,-11.05475,-15.40925,-43.8182
8.69,-11.04891667,-15.39508333,-43.8696
8.7,-11.0436,-15.3818,-43.92046
8.71,-11.0388,-15.3694,-43.970318
8.72,-11.034,-15.357,-44.018512
8.73,-11.0304,-15.3454,-44.064258
8.74,-11.0268,-15.3338,-44.109296
8.75,-11.0234,-15.3224,-44.1535
8.76,-11.0202,-15.3112,-44.195856
8.77,-11.017,-15.3,-44.236462
8.78,-11.0146,-15.29,-44.275024
8.79,-11.0122,-15.28,-44.312032
8.8,-11.01016667,-15.27,-44.34648
8.81,-11.0085,-15.26,-44.379376
8.82,-11.00692,-15.25012,-44.410532
8.83,-11.00612,-15.24132,-44.440858
8.84,-11.00532,-15.23252,-44.466672
8.85,-11.00476,-15.2242,-44.49083
8.86,-11.00436,-15.2162,-44.51216
8.87,-11.00408,-15.20824,-44.53272
8.88,-11.00488,-15.20064,-44.549824
8.89,-11.00568,-15.19304,-44.566272
8.9,-11.00672,-15.18616,-44.57766
8.91,-11.00792,-15.17976,-44.588454
8.92,-11.00920833,-15.17333333,-44.598272
8.93,-11.01129167,-15.16666667,-44.608014
8.94,-11.013375,-15.16,-44.611612
8.95,-11.01596,-15.15436,-44.61527
8.96,-11.01876,-15.14916,-44.619896
8.97,-11.02168,-15.14408,-44.624348
8.98,-11.02508,-15.13948,-44.627432
8.99,-11.02848,-15.13488,-44.629312
9,-11.03188,-15.13028,-44.6252
9.01,-11.03528,-15.12568,-44.623824
9.02,-11.03881633,-15.12126531,-44.632048
9.03,-11.04289796,-15.11759184,-44.644532
9.04,-11.04697959,-15.11391837,-44.668176
9.05,-11.05106122,-15.1102449,-44.69964
9.06,-11.05514286,-15.10657143,-44.746928
9.07,-11.05938,-15.10316,-44.783524
9.08,-11.06398,-15.10036,-44.803056
9.09,-11.06858,-15.09756,-44.797502
9.1,-11.07318,-15.09476,-44.75998
9.11,-11.07778,-15.09196,-44.71814
9.12,-11.08244,-15.08928,-44.67188
9.13,-11.08724,-15.08688,-44.633798
9.14,-11.09204,-15.08448,-44.602444
9.15,-11.09684,-15.08208,-44.57853
9.16,-11.10164,-15.07968,-44.559512
9.17,-11.1065,-15.077375,-44.543874
9.18,-11.1115,-15.07529167,-44.529996
9.19,-11.1165,-15.07320833,-44.52051
9.2,-11.12132,-15.0712,-44.5128
9.21,-11.12612,-15.0692,-44.506666
9.22,-11.1306,-15.06736,-44.501012
9.23,-11.1346,-15.06576,-44.497046
9.24,-11.1386,-15.06416,-44.493448
9.25,-11.1426,-15.0622,-44.49165
9.26,-11.1466,-15.0602,-44.490108
9.27,-11.15044,-15.0582,-44.490956
9.28,-11.15404,-15.0562,-44.491984
9.29,-11.15764,-15.0542,-44.494024
9.3,-11.161,-15.05175,-44.49612
9.31,-11.16433333,-15.04925,-44.499204
9.32,-11.1674,-15.047,-44.502576
9.33,-11.1702,-15.045,-44.508744
9.34,-11.173,-15.043,-44.51514
9.35,-11.175,-15.0402,-44.52285
9.36,-11.177,-15.0374,-44.530768
9.37,-11.1785,-15.0345,-44.539506
9.38,-11.1795,-15.0315,-44.5493
9.39,-11.1805,-15.0285,-44.56215
9.4,-11.1815,-15.0255,-44.57516
9.41,-11.1825,-15.0225,-44.588524
9.42,-11.18289796,-15.01916327,-44.603016
9.43,-11.18269388,-15.0154898,-44.619464
9.44,-11.1824898,-15.01181633,-44.6398
9.45,-11.18228571,-15.00814286,-44.6655
9.46,-11.18208163,-15.00446939,-44.693884
9.47,-11.18092,-15.00024,-44.725238
9.48,-11.17912,-14.99564,-44.764752
9.49,-11.17732,-14.99104,-44.811526
9.5,-11.17552,-14.98644,-44.864
9.51,-11.17372,-14.98184,-44.92054
9.52,-11.17104082,-14.97669388,-44.977736
9.53,-11.16777551,-14.97118367,-45.035304
9.54,-11.1645102,-14.96567347,-45.086108
9.55,-11.1612449,-14.96016327,-45.13391
9.56,-11.15797959,-14.95465306,-45.185168
9.57,-11.15392,-14.9488,-45.237596
9.58,-11.14952,-14.9428,-45.28302
9.59,-11.14504,-14.93672,-45.32671
9.6,-11.14024,-14.93032,-45.37788
9.61,-11.13544,-14.92392,-45.430308
9.62,-11.13008,-14.91696,-45.485544
9.63,-11.12448,-14.90976,-45.541056
9.64,-11.11872,-14.90248,-45.60252
9.65,-11.11232,-14.89488,-45.66427
9.66,-11.10592,-14.88728,-45.729548
9.67,-11.09924,-14.87968,-45.795092
9.68,-11.09244,-14.87208,-45.863968
9.69,-11.0855,-14.86425,-45.933504
9.7,-11.078,-14.8555,-46.00752
9.71,-11.0705,-14.84675,-46.082664
9.72,-11.06292,-14.83796,-46.162848
9.73,-11.05532,-14.82916,-46.244008
9.74,-11.0476,-14.82036,-46.328304
9.75,-11.0396,-14.81156,-46.4144
9.76,-11.0316,-14.80276,-46.504864
9.77,-11.02328,-14.79332,-46.597998
9.78,-11.01488,-14.78372,-46.696172
9.79,-11.00636,-14.77412,-46.798466
9.8,-10.99756,-14.76452,-46.90692
9.81,-10.98876,-14.75492,-47.022628
9.82,-10.98,-14.745,-47.147016
9.83,-10.97125,-14.735,-47.285028
9.84,-10.96248,-14.72484,-47.436144
9.85,-10.95368,-14.71444,-47.61596999
9.86,-10.94488,-14.70404,-47.81797199
9.87,-10.93644,-14.694,-48.056544
9.88,-10.92804,-14.684,-48.31765601
9.89,-10.91964,-14.67384,-48.48950001
9.9,-10.91124,-14.66344,-48.61800001
9.91,-10.90284,-14.65304,-48.50190399
9.92,-10.89444,-14.64264,-48.29424799
9.93,-10.88604,-14.63224,-48.14448
9.94,-10.87766667,-14.62166667,-48.01084
9.95,-10.86933333,-14.61083333,-47.99287
9.96,-10.861,-14.6,-47.997496
9.97,-10.854,-14.59,-48.051128
9.98,-10.846,-14.579,-48.110752
9.99,-10.839,-14.569,
10,-10.831,-14.559,
10,-10.831,-14.559,
