Freq [GHz],"dB(St(P1,P3)) []","dB(St(P1,P3))_2 []","dB(St(P1,P4))_4 []"
6.06,-21.25276923,-16.2905641,-39.906664
6.07,-21.36661538,-16.29005128,-39.853208
6.08,-21.47295,-16.278975,-39.832008
6.09,-21.57845,-16.266725,-39.809426
6.1,-21.68395,-16.254475,-39.75854
6.11,-21.78945,-16.242225,-39.709058
6.12,-21.884825,-16.219625,-39.671536
6.13,-21.979075,-16.195875,-39.632702
6.14,-22.073325,-16.172125,-39.586956
6.15,-22.167575,-16.148375,-39.53967
6.16,-22.24761538,-16.11461538,-39.486728
6.17,-22.32607692,-16.07974359,-39.437926
6.18,-22.40453846,-16.04487179,-39.400404
6.19,-22.483,-16.01,-39.35342
6.2,-22.53833333,-15.968,-39.2866
6.21,-22.59366667,-15.926,-39.234718
6.22,-22.649,-15.884,-39.207476
6.23,-22.683,-15.83666667,-39.166026
6.24,-22.717,-15.78933333,-39.105888
6.25,-22.751,-15.742,-39.05825
6.26,-22.761,-15.69,-39.023812
6.27,-22.771,-15.638,-38.982146
6.28,-22.781,-15.586,-38.934344
6.29,-22.76666667,-15.531,-38.88899
6.3,-22.75233333,-15.476,-38.8453
6.31,-22.738,-15.421,-38.80829
6.32,-22.69834483,-15.36168966,-38.77488
6.33,-22.65868966,-15.30237931,-38.728438
6.34,-22.61703333,-15.24316667,-38.676524
6.35,-22.55736667,-15.18483333,-38.64918
6.36,-22.4977,-15.1265,-38.629648
6.37,-22.43623333,-15.0682,-38.58629
6.38,-22.35856667,-15.0102,-38.53746
6.39,-22.2809,-14.9522,-38.518512
6.4,-22.20186667,-14.89426667,-38.50412
6.41,-22.11053333,-14.83693333,-38.47219
6.42,-22.0192,-14.7796,-38.43878
6.43,-21.92651724,-14.72227586,-38.41792
6.44,-21.82168966,-14.66503448,-38.397424
6.45,-21.71686207,-14.6077931,-38.37892
6.46,-21.61166667,-14.55146667,-38.359756
6.47,-21.505,-14.4988,-38.333542
6.48,-21.39833333,-14.44613333,-38.310496
6.49,-21.29126667,-14.39413333,-38.306898
6.5,-21.1826,-14.3448,-38.298
6.51,-21.07393333,-14.29546667,-38.26716
6.52,-20.96533333,-14.24686667,-38.246304
6.53,-20.857,-14.2012,-38.255556
6.54,-20.74866667,-14.15553333,-38.257164
6.55,-20.639,-14.10971429,-38.24123
6.56,-20.524,-14.06328571,-38.23192
6.57,-20.4162,-14.02146667,-38.23449
6.58,-20.3104,-13.9812,-38.235152
6.59,-20.20506667,-13.94186667,-38.233096
6.6,-20.1008,-13.90413333,-38.22792
6.61,-19.9968,-13.8674,-38.219182
6.62,-19.8928,-13.83206667,-38.21634
6.63,-19.78933333,-13.79833333,-38.21891
6.64,-19.686,-13.7654,-38.222664
6.65,-19.58266667,-13.7334,-38.22729
6.66,-19.47933333,-13.703,-38.23386
6.67,-19.3762,-13.6734,-38.24157
6.68,-19.27353333,-13.64473333,-38.252448
6.69,-19.165,-13.61614286,-38.264784
6.7,-19.0582,-13.58913333,-38.27598
6.71,-18.9562,-13.56446667,-38.286774
6.72,-18.8548,-13.5416,-38.30124
6.73,-18.754,-13.51946667,-38.31666
6.74,-18.654,-13.49813333,-38.337312
6.75,-18.5564,-13.4792,-38.3589
6.76,-18.45986667,-13.46133333,-38.378632
6.77,-18.36453333,-13.44466667,-38.398164
6.78,-18.2716,-13.4304,-38.422616
6.79,-18.17986207,-13.41772414,-38.447432
6.8,-18.08951724,-13.40703448,-38.48444
6.81,-17.99917241,-13.39634483,-38.51985
6.82,-17.91416667,-13.38833333,-38.5327
6.83,-17.8345,-13.383,-38.549518
6.84,-17.75483333,-13.37766667,-38.595264
6.85,-17.6795,-13.375,-38.63759
6.86,-17.6085,-13.375,-38.663804
6.87,-17.5375,-13.375,-38.693558
6.88,-17.471,-13.378,-38.735192
6.89,-17.409,-13.384,-38.77668
6.9,-17.347,-13.39,-38.8178
6.91,-17.2894,-13.3984,-38.857702
6.92,-17.2362,-13.4092,-38.895224
6.93,-17.183,-13.42,-38.940422
6.94,-17.13508333,-13.43625,-38.997476
6.95,-17.08716667,-13.4525,-39.04418
6.96,-17.0452,-13.47124,-39.078104
6.97,-17.0072,-13.49164,-39.131636
6.98,-16.97,-13.51252,-39.204624
6.99,-16.94,-13.53772,-39.263884
7,-16.91,-13.56292,-39.3122
7.01,-16.88456,-13.591,-39.37496
7.02,-16.86216,-13.621,-39.44692
7.03,-16.84048,-13.65148,-39.514434
7.04,-16.82528,-13.68628,-39.579712
7.05,-16.81008,-13.72108,-39.64795
7.06,-16.7995,-13.7595,-39.71734
7.07,-16.792,-13.80033333,-39.797078
7.08,-16.78608,-13.84172,-39.879832
7.09,-16.78648,-13.88532,-39.94938
7.1,-16.78688,-13.92892,-40.0162
7.11,-16.7912,-13.9749,-40.110714
7.12,-16.7993,-14.0233,-40.208888
7.13,-16.8097,-14.0737,-40.285372
7.14,-16.8235,-14.1254,-40.360416
7.15,-16.8427,-14.17973333,-40.42526
7.16,-16.8637,-14.23506667,-40.490144
7.17,-16.8847,-14.2904,-40.557478
7.18,-16.91272414,-14.35068966,-40.62502
7.19,-16.94375862,-14.41310345,-40.69441
7.2,-16.9747931,-14.47551724,-40.76012
7.21,-17.0122,-14.54,-40.805866
7.22,-17.0512,-14.605,-40.856688
7.23,-17.0902,-14.67,-40.926592
7.24,-17.13666667,-14.73793333,-40.990784
7.25,-17.185,-14.8066,-41.0391
7.26,-17.23333333,-14.87526667,-41.091188
7.27,-17.28913333,-14.94686667,-41.151326
7.28,-17.3468,-15.0192,-41.20532
7.29,-17.40446667,-15.09153333,-41.24901
7.3,-17.47172414,-15.1677931,-41.29644
7.31,-17.54137931,-15.24503448,-41.348868
7.32,-17.61103448,-15.32227586,-41.393856
7.33,-17.6873,-15.399,-41.430864
7.34,-17.7643,-15.47566667,-41.471184
7.35,-17.8413,-15.55233333,-41.51436
7.36,-17.927,-15.6299,-41.549632
7.37,-18.01366667,-15.70756667,-41.579444
7.38,-18.10033333,-15.78523333,-41.607928
7.39,-18.1963,-15.862,-41.635684
7.4,-18.2933,-15.93866667,-41.65624
7.41,-18.3903,-16.01533333,-41.673716
7.42,-18.49962069,-16.09282759,-41.696624
7.43,-18.61031034,-16.17041379,-41.721296
7.44,-18.721,-16.248,-41.738896
7.45,-18.839,-16.319,-41.75483
7.46,-18.957,-16.39,-41.757888
7.47,-19.075,-16.461,-41.758916
7.48,-19.20366667,-16.52633333,-41.770328
7.49,-19.33233333,-16.59166667,-41.782664
7.5,-19.461,-16.657,-41.777
7.51,-19.601,-16.715,-41.770832
7.52,-19.741,-16.773,-41.764664
7.53,-19.881,-16.831,-41.758496
7.54,-20.03233333,-16.87966667,-41.752328
7.55,-20.18366667,-16.92833333,-41.74546
7.56,-20.335,-16.977,-41.734152
7.57,-20.50327586,-17.01562069,-41.72206
7.58,-20.67155172,-17.05424138,-41.70664
7.59,-20.84036667,-17.09143333,-41.691094
7.6,-21.01403333,-17.11576667,-41.67516
7.61,-21.1877,-17.1401,-41.661998
7.62,-21.36225,-17.1633,-41.655316
7.63,-21.54475,-17.1763,-41.646632
7.64,-21.7279,-17.18835,-41.634296
7.65,-21.9169,-17.19185,-41.61734
7.66,-22.1065,-17.1944,-41.593696
7.67,-22.3015,-17.1884,-41.576954
7.68,-22.49794737,-17.18136842,-41.568216
7.69,-22.70742105,-17.16505263,-41.552562
7.7,-22.9154,-17.14688,-41.53046
7.71,-23.1174,-17.12128,-41.519236
7.72,-23.3194,-17.09568,-41.516152
7.73,-23.5214,-17.06224,-41.502442
7.74,-23.7234,-17.02544,-41.482396
7.75,-23.92428,-16.98672,-41.476
7.76,-24.12068,-16.94032,-41.476
7.77,-24.31708,-16.89392,-41.459368
7.78,-24.5048,-16.84136,-41.436752
7.79,-24.6888,-16.78616,-41.422662
7.8,-24.87,-16.72891667,-41.41084
7.81,-25.04,-16.6635,-41.39598
7.82,-25.21,-16.59808333,-41.38056
7.83,-25.35024,-16.53028,-41.361906
7.84,-25.48304,-16.46188,-41.342888
7.85,-25.6036,-16.39192,-41.32142
7.86,-25.6956,-16.31832,-41.299864
7.87,-25.7876,-16.24472,-41.282388
7.88,-25.8412,-16.16888,-41.263952
7.89,-25.8852,-16.09248,-41.231056
7.9,-25.9136,-16.01536,-41.1996
7.91,-25.9056,-15.93656,-41.17904
7.92,-25.8976,-15.85776,-41.156896
7.93,-25.84666667,-15.77533333,-41.127084
7.94,-25.785,-15.692,-41.099708
7.95,-25.70608,-15.61016,-41.08069
7.96,-25.60128,-15.53056,-41.060808
7.97,-25.49648,-15.45096,-41.038706
7.98,-25.35856,-15.37172,-41.019184
7.99,-25.21696,-15.29252,-41.004792
8,-25.06464,-15.21412,-40.9884
8.01,-24.89624,-15.13692,-40.968868
8.02,-24.72784,-15.05972,-40.954808
8.03,-24.5436,-14.98432,-40.947612
8.04,-24.3576,-14.90912,-40.942976
8.05,-24.1645,-14.83383333,-40.94092
8.06,-23.96075,-14.75841667,-40.941704
8.07,-23.757,-14.683,-40.944788
8.08,-23.5582,-14.6138,-40.950992
8.09,-23.3594,-14.5446,-40.959216
8.1,-23.16166667,-14.47738095,-40.97084
8.11,-22.965,-14.41214286,-40.984204
8.12,-22.76947619,-14.3482381,-41.001616
8.13,-22.57566667,-14.28633333,-41.020634
8.14,-22.38045,-14.2244,-41.044008
8.15,-22.18195,-14.1624,-41.06868
8.16,-21.988,-14.10228571,-41.102256
8.17,-21.80466667,-14.04657143,-41.137722
8.18,-21.62247619,-13.99161905,-41.1759
8.19,-21.44485714,-13.93971429,-41.21445
8.2,-21.267,-13.8879,-41.25684
8.21,-21.087,-13.8369,-41.299502
8.22,-20.90852381,-13.78652381,-41.346736
8.23,-20.7437619,-13.7417619,-41.394838
8.24,-20.579,-13.697,-41.461144
8.25,-20.42090476,-13.65557143,-41.5284
8.26,-20.26280952,-13.61414286,-41.604472
8.27,-20.103,-13.57445,-41.68226
8.28,-19.943,-13.53495,-41.76964
8.29,-19.79585714,-13.50014286,-41.8602
8.3,-19.65014286,-13.46585714,-41.963
8.31,-19.509,-13.43461905,-42.0725
8.32,-19.369,-13.40414286,-42.201
8.33,-19.22865,-13.37575,-42.34165
8.34,-19.08815,-13.34825,-42.5087
8.35,-18.95666667,-13.324,-42.67898
8.36,-18.82904762,-13.30114286,-42.854768
8.37,-18.70514286,-13.28057143,-43.020746
8.38,-18.58371429,-13.26152381,-43.173404
8.39,-18.4625,-13.24425,-43.298018
8.4,-18.3415,-13.22875,-43.39208
8.41,-18.22647619,-13.21552381,-43.429698
8.42,-18.11742857,-13.20457143,-43.417876
8.43,-18.009,-13.19525,-43.378874
8.44,-17.9015,-13.188375,-43.320792
8.45,-17.80329412,-13.18370588,-43.21585
8.46,-17.70794118,-13.18,-43.08478
8.47,-17.61735294,-13.18,-42.972684
8.48,-17.52725,-13.1815,-42.868856
8.49,-17.437875,-13.18525,-42.877354
8.5,-17.356,-13.1916,-42.9231
8.51,-17.276,-13.1986,-42.984578
8.52,-17.202,-13.2096,-43.049856
8.53,-17.1295,-13.2216,-43.11646
8.54,-17.063,-13.2368,-43.18328
8.55,-16.998,-13.2528,-43.2548
8.56,-16.93657895,-13.27326316,-43.32676
8.57,-16.87605263,-13.29484211,-43.399716
8.58,-16.82572,-13.3204,-43.472704
8.59,-16.77652,-13.3464,-43.545692
8.6,-16.731,-13.37464,-43.61888
8.61,-16.691,-13.40624,-43.694438
8.62,-16.651,-13.43784,-43.76986
8.63,-16.61928,-13.47448,-43.84439
8.64,-16.58848,-13.51168,-43.919304
8.65,-16.56136,-13.55144,-43.99589
8.66,-16.53976,-13.59504,-44.072228
8.67,-16.51816,-13.63864,-44.147786
8.68,-16.50475,-13.689125,-44.22304
8.69,-16.49225,-13.740375,-44.29757
8.7,-16.4844,-13.7936,-44.37318
8.71,-16.4812,-13.8488,-44.450794
8.72,-16.478,-13.904,-44.524248
8.73,-16.4844,-13.9656,-44.591582
8.74,-16.4908,-14.0272,-44.661748
8.75,-16.5016,-14.0916,-44.73525
8.76,-16.5168,-14.1588,-44.806376
8.77,-16.532,-14.226,-44.875252
8.78,-16.5568,-14.2992,-44.941208
8.79,-16.5816,-14.3724,-45.004944
8.8,-16.61170833,-14.45004167,-45.0674
8.81,-16.647125,-14.532125,-45.12908
8.82,-16.68332,-14.61444,-45.201548
8.83,-16.72652,-14.69884,-45.279162
8.84,-16.76972,-14.78324,-45.327072
8.85,-16.81868,-14.87076,-45.36408
8.86,-16.87148,-14.96036,-45.416036
8.87,-16.92524,-15.05048,-45.472062
8.88,-16.98764,-15.14528,-45.521608
8.89,-17.05004,-15.24008,-45.569924
8.9,-17.11844,-15.33752,-45.58696
8.91,-17.19084,-15.43672,-45.600324
8.92,-17.264625,-15.53666667,-45.660536
8.93,-17.350875,-15.64333333,-45.723062
8.94,-17.437125,-15.75,-45.738996
8.95,-17.52796,-15.8562,-45.75595
8.96,-17.62076,-15.9622,-45.78936
8.97,-17.71692,-16.06852,-45.823524
8.98,-17.82652,-16.17612,-45.863616
8.99,-17.93612,-16.28372,-45.895538
9,-18.04572,-16.39132,-45.8868
9.01,-18.15532,-16.49892,-45.889462
9.02,-18.27022449,-16.60638776,-45.932124
9.03,-18.40634694,-16.71332653,-45.97436
9.04,-18.54246939,-16.82026531,-46.01548
9.05,-18.67859184,-16.92720408,-46.04589
9.06,-18.81471429,-17.03414286,-46.054628
9.07,-18.95794,-17.1372,-46.050496
9.08,-19.11774,-17.2312,-46.025824
9.09,-19.27754,-17.3252,-45.995502
9.1,-19.43734,-17.4192,-45.95798
9.11,-19.59714,-17.5132,-45.920458
9.12,-19.766,-17.60066,-45.882936
9.13,-19.956,-17.67286,-45.84767
9.14,-20.146,-17.74506,-45.81426
9.15,-20.336,-17.81726,-45.78271
9.16,-20.526,-17.88946,-45.752384
9.17,-20.726375,-17.955375,-45.720368
9.18,-20.95095833,-18.006625,-45.687472
9.19,-21.17554167,-18.057875,-45.660798
9.2,-21.4086,-18.09108,-45.63664
9.21,-21.6426,-18.12228,-45.612876
9.22,-21.8846,-18.14548,-45.589232
9.23,-22.1386,-18.15668,-45.568542
9.24,-22.3926,-18.16788,-45.548496
9.25,-22.66568,-18.16072,-45.53205
9.26,-22.94088,-18.15152,-45.516116
9.27,-23.22456,-18.134,-45.50544
9.28,-23.52096,-18.104,-45.49516
9.29,-23.81736,-18.074,-45.487916
9.3,-24.14475,-18.02525,-45.48084
9.31,-24.47558333,-17.97441667,-45.476728
9.32,-24.8086,-17.9156,-45.473624
9.33,-25.1438,-17.8488,-45.480306
9.34,-25.479,-17.782,-45.4879
9.35,-25.8254,-17.7004,-45.50075
9.36,-26.1718,-17.6188,-45.514848
9.37,-26.5082,-17.5286,-45.533866
9.38,-26.8346,-17.4298,-45.556184
9.39,-27.161,-17.331,-45.588052
9.4,-27.4874,-17.2322,-45.62024
9.41,-27.8138,-17.1334,-45.653136
9.42,-28.07036735,-17.02644898,-45.684716
9.43,-28.25710204,-16.91134694,-45.714014
9.44,-28.44383673,-16.7962449,-45.743096
9.45,-28.63057143,-16.68114286,-45.77188
9.46,-28.81730612,-16.56604082,-45.796272
9.47,-28.83608,-16.44932,-45.815804
9.48,-28.74288,-16.33152,-45.836152
9.49,-28.64968,-16.21372,-45.857226
9.5,-28.55648,-16.09592,-45.8768
9.51,-28.46328,-15.97812,-45.895304
9.52,-28.23804082,-15.85985714,-45.927584
9.53,-27.92477551,-15.74128571,-45.967676
9.54,-27.6115102,-15.62271429,-45.9978
9.55,-27.2982449,-15.50414286,-46.0235
9.56,-26.98497959,-15.38557143,-46.074544
9.57,-26.63508,-15.2716,-46.134168
9.58,-26.26948,-15.1596,-46.179372
9.59,-25.90348,-15.0484,-46.221006
9.6,-25.53588,-14.9404,-46.27672
9.61,-25.16828,-14.8324,-46.334802
9.62,-24.80908,-14.72748,-46.396628
9.63,-24.45348,-14.62388,-46.458822
9.64,-24.10148,-14.52124,-46.529448
9.65,-23.76388,-14.42244,-46.60043
9.66,-23.42628,-14.32364,-46.673932
9.67,-23.10352,-14.22848,-46.747738
9.68,-22.78712,-14.13488,-46.825352
9.69,-22.4725,-14.04158333,-46.903758
9.7,-22.165,-13.9495,-46.98754
9.71,-21.8575,-13.85741667,-47.07292
9.72,-21.57616,-13.77276,-47.16544
9.73,-21.30136,-13.68996,-47.259546
9.74,-21.03244,-13.60896,-47.358748
9.75,-20.77724,-13.53216,-47.46125
9.76,-20.52204,-13.45536,-47.57176
9.77,-20.28124,-13.38304,-47.687432
9.78,-20.04404,-13.31184,-47.812848
9.79,-19.81188,-13.24232,-47.948152
9.8,-19.59148,-13.17672,-48.09824
9.81,-19.37108,-13.11112,-48.26424
9.82,-19.15666667,-13.048,-48.44928
9.83,-18.94375,-12.9855,-48.65842399
9.84,-18.73984,-12.9264,-48.89075199
9.85,-18.54944,-12.8724,-49.15062999
9.86,-18.35904,-12.8184,-49.43178799
9.87,-18.18124,-12.76944,-49.718988
9.88,-18.00484,-12.72104,-50.00991201
9.89,-17.8334,-12.67488,-50.26935001
9.9,-17.6694,-12.63208,-50.51350001
9.91,-17.5054,-12.58928,-50.70117601
9.92,-17.35256,-12.55188,-50.86771201
9.93,-17.20096,-12.51508,-50.981184
9.94,-17.0515,-12.48,-51.079872
9.95,-16.90525,-12.4475,-51.14846
9.96,-16.759,-12.415,-51.211168
9.97,-16.626,-12.387,-51.258762
9.98,-16.497,-12.363,-51.304508
9.99,-16.373,-12.34,
10,-16.253,-12.32,
10,-16.253,-12.32,
